original_id,proposed_current_id,verified_current_id,mapping_method,supporting_sources,source_agreement,alternative_candidates,audit_status,audit_notes,manual_review_required
AO090701000006,AO090701000006,AO090701000006,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994960; RefSeq transcript:XM_023237506.1; RefSeq protein:XP_023091966.1; KEGG:aor:AO090701000006; KEGG->GeneID:5994960; KEGG->UniProt:Q2U9J5; UniProt:Q2U9J5,False
AO090701000149,AO090701000149,AO090701000149,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995087; RefSeq transcript:XM_001822978.3; RefSeq protein:XP_001823030.1; KEGG:aor:AO090701000149; KEGG->GeneID:5995087; KEGG->UniProt:Q2U968; UniProt:Q2U968,False
AO090026000347,AO090026000347,AO090026000347,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993845; RefSeq transcript:XM_001821765.3; RefSeq protein:XP_001821817.1; KEGG:aor:AO090026000347; KEGG->GeneID:5993845; KEGG->UniProt:Q2UF50; UniProt:Q2UF50,False
AO090005000718,AO090005000718,AO090005000718,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989697; RefSeq transcript:XM_023233965.1; RefSeq protein:XP_023089079.1; KEGG:aor:AO090005000718; KEGG->GeneID:5989697; KEGG->UniProt:Q2URR5; UniProt:Q2URR5,False
AO090005001666,,,unresolved,,no current-source match,,unresolved,"Identifier absent from fresh NCBI RefSeq, KEGG aor, and UniProt organism-wide records; no sequence-based replacement established",True
AO090026000599,AO090026000599,AO090026000599,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994055; RefSeq transcript:XM_001821975.3; RefSeq protein:XP_001822027.1; KEGG:aor:AO090026000599; KEGG->GeneID:5994055; KEGG->UniProt:Q2UEJ0; UniProt:Q2UEJ0,False
AO090701000139,AO090701000139,AO090701000139,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995077; RefSeq transcript:XM_023237457.1; RefSeq protein:XP_023092008.1; KEGG:aor:AO090701000139; KEGG->GeneID:5995077; KEGG->UniProt:Q2U978; UniProt:Q2U978,False
AO090005000760,AO090005000760,AO090005000760,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989733; RefSeq transcript:XM_001817736.3; RefSeq protein:XP_001817788.1; KEGG:aor:AO090005000760; KEGG->GeneID:5989733; KEGG->UniProt:Q2URM9; UniProt:Q2URM9,False
AO090003000403,AO090003000403,AO090003000403,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991570; RefSeq transcript:XM_001819535.3; RefSeq protein:XP_001819587.1; KEGG:aor:AO090003000403; KEGG->GeneID:5991570; KEGG->UniProt:Q2ULI0; UniProt:Q2ULI0,False
AO090038000308,AO090038000308,AO090038000308,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997341; RefSeq transcript:XM_001825194.1; RefSeq protein:XP_001825246.1; KEGG:aor:AO090038000308; KEGG->GeneID:5997341; KEGG->UniProt:Q2U2V2; UniProt:Q2U2V2,False
AO090011000577,AO090011000577,AO090011000577,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998293; RefSeq transcript:XM_001826138.1; RefSeq protein:XP_001826190.1; KEGG:aor:AO090011000577; KEGG->GeneID:5998293; KEGG->UniProt:Q2U058; UniProt:Q2U058,False
AO090012000556,AO090012000556,AO090012000556,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988029; RefSeq transcript:XM_001727503.3; RefSeq protein:XP_001727555.3; KEGG:aor:AO090012000556; KEGG->GeneID:5988029; KEGG->UniProt:Q2UCJ9; UniProt:Q2UCJ9,False
AO090003000913,AO090003000913,AO090003000913,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992015; RefSeq transcript:XM_001819980.3; RefSeq protein:XP_001820032.3; KEGG:aor:AO090003000913; KEGG->GeneID:5992015; KEGG->UniProt:Q2UK85; UniProt:Q2UK85,False
AO090026000337,AO090026000337,AO090026000337,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993835; RefSeq transcript:XM_023236103.1; RefSeq protein:XP_023091002.1; KEGG:aor:AO090026000337; KEGG->GeneID:5993835; UniProt:Q2UF60,False
AO090206000003,AO090206000003,AO090206000003,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998632; RefSeq transcript:XM_001826464.3; RefSeq protein:XP_001826516.1; KEGG:aor:AO090206000003; KEGG->GeneID:5998632; KEGG->UniProt:Q2PIZ1; UniProt:Q2PIZ1,False
AO090012000630,AO090012000630,AO090012000630,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988088; RefSeq transcript:XM_023236562.1; RefSeq protein:XP_023091477.1; KEGG:aor:AO090012000630; KEGG->GeneID:5988088; KEGG->UniProt:Q2UCE0; UniProt:Q2UCE0,False
AO090003001162,AO090003001162,AO090003001162,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992235; RefSeq transcript:XM_001820200.1; RefSeq protein:XP_001820252.1; KEGG:aor:AO090003001162; KEGG->GeneID:5992235; KEGG->UniProt:Q2UJL5; UniProt:Q2UJL5,False
AO090701000730,AO090701000730,AO090701000730,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995588; RefSeq transcript:XM_001823479.3; RefSeq protein:XP_001823531.1; KEGG:aor:AO090701000730; KEGG->GeneID:5995588; KEGG->UniProt:Q2U7R7; UniProt:Q2U7R7,False
AO090026000361,AO090026000361,AO090026000361,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993855; RefSeq transcript:XM_023236097.1; RefSeq protein:XP_023091007.1; KEGG:aor:AO090026000361; KEGG->GeneID:5993855; KEGG->UniProt:Q2UF40; UniProt:Q2UF40,False
AO090005001238,AO090005001238,AO090005001238,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990131; RefSeq transcript:XM_001818134.3; RefSeq protein:XP_001818186.1; KEGG:aor:AO090005001238; KEGG->GeneID:5990131; KEGG->UniProt:Q2UQI1; UniProt:Q2UQI1,False
AO090005000120,AO090005000120,AO090005000120,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989179; RefSeq transcript:XM_023234263.1; RefSeq protein:XP_023088814.1; KEGG:aor:AO090005000120; KEGG->GeneID:5989179; KEGG->UniProt:Q2UT83; UniProt:Q2UT83,False
AO090103000044,AO090103000044,AO090103000044,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999182; RefSeq transcript:XM_001826609.3; RefSeq protein:XP_001826661.1; KEGG:aor:AO090103000044; KEGG->GeneID:5999182; KEGG->UniProt:Q2TYZ5; UniProt:Q2TYZ5,False
AO090005000435,AO090005000435,AO090005000435,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989446; RefSeq transcript:XM_023234102.1; RefSeq protein:XP_023088960.1; KEGG:aor:AO090005000435; KEGG->GeneID:5989446; KEGG->UniProt:Q2USG6; UniProt:Q2USG6,False
AO090701000291,AO090701000291,AO090701000291,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995212; RefSeq transcript:XM_001823103.1; RefSeq protein:XP_001823155.1; KEGG:aor:AO090701000291; KEGG->GeneID:5995212; KEGG->UniProt:Q2U8U3; UniProt:Q2U8U3,False
AO090701000290,AO090701000290,AO090701000290,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995211; RefSeq transcript:XM_001823102.3; RefSeq protein:XP_001823154.1; KEGG:aor:AO090701000290; KEGG->GeneID:5995211; KEGG->UniProt:Q2U8U4; UniProt:Q2U8U4,False
AO090701000719,AO090701000719,AO090701000719,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995757; RefSeq transcript:XM_001823470.1; RefSeq protein:XP_001823522.1; KEGG:aor:AO090701000719; KEGG->GeneID:5995757; KEGG->UniProt:Q2U7S6; UniProt:Q2U7S6,False
AO090020000134,AO090020000134,AO090020000134,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996582; RefSeq transcript:XM_001824444.3; RefSeq protein:XP_001824496.1; KEGG:aor:AO090020000134; KEGG->GeneID:5996582; KEGG->UniProt:Q2U502; UniProt:Q2U502,False
AO090001000326,AO090001000326,AO090001000326,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990832; RefSeq transcript:XM_023234502.1; RefSeq protein:XP_023089621.1; KEGG:aor:AO090001000326; KEGG->GeneID:5990832; UniProt:Q2UNK6,False
AO090005001279,AO090005001279,AO090005001279,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990164; RefSeq transcript:XM_001818167.1; RefSeq protein:XP_001818219.1; KEGG:aor:AO090005001279; KEGG->GeneID:5990164; KEGG->UniProt:Q2UQE8; UniProt:Q2UQE8,False
AO090038000454,AO090038000454,AO090038000454,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997468; RefSeq transcript:XM_023238287.1; RefSeq protein:XP_023093138.1; KEGG:aor:AO090038000454; KEGG->GeneID:5997468; KEGG->UniProt:Q2U2H5; UniProt:Q2U2H5,False
AO090003001273,AO090003001273,AO090003001273,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992323; RefSeq transcript:XM_001820288.3; RefSeq protein:XP_001820340.1; KEGG:aor:AO090003001273; KEGG->GeneID:5992323; KEGG->UniProt:Q2UJC7; UniProt:Q2UJC7,False
AO090003000363,AO090003000363,AO090003000363,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991535; RefSeq transcript:XM_001819500.3; RefSeq protein:XP_001819552.3; KEGG:aor:AO090003000363; KEGG->GeneID:5991535; KEGG->UniProt:Q2ULL5; UniProt:Q2ULL5,False
AO090020000087,AO090020000087,AO090020000087,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996546; RefSeq transcript:XM_023238165.1; RefSeq protein:XP_023092692.1; KEGG:aor:AO090020000087; KEGG->GeneID:5996546; KEGG->UniProt:Q2U538; UniProt:Q2U538,False
AO090011000843,AO090011000843,AO090011000843,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998519; RefSeq transcript:XM_001826364.3; RefSeq protein:XP_001826416.1; KEGG:aor:AO090011000843; KEGG->GeneID:5998519; KEGG->UniProt:Q2TZI2; UniProt:Q2TZI2,False
AO090009000199,AO090009000199,AO090009000199,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988625; RefSeq transcript:XM_001816643.3; RefSeq protein:XP_001816695.1; KEGG:aor:AO090009000199; KEGG->GeneID:5988625; KEGG->UniProt:Q2UUS2; UniProt:Q2UUS2,False
AO090701000606,AO090701000606,AO090701000606,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995487; RefSeq transcript:XM_001823378.1; RefSeq protein:XP_001823430.1; KEGG:aor:AO090701000606; KEGG->GeneID:5995487; KEGG->UniProt:Q2U818; UniProt:Q2U818,False
AO090009000654,AO090009000654,AO090009000654,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989007; RefSeq transcript:XM_023236206.1; RefSeq protein:XP_023088744.1; KEGG:aor:AO090009000654; KEGG->GeneID:5989007; KEGG->UniProt:Q2UTP0; UniProt:Q2UTP0,False
AO090012000430,AO090012000430,AO090012000430,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5987921; RefSeq transcript:XM_023236474.1; RefSeq protein:XP_023091397.1; KEGG:aor:AO090012000430; KEGG->GeneID:5987921; KEGG->UniProt:Q2UCV7; UniProt:Q2UCV7,False
AO090023000164,AO090023000164,AO090023000164,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992744; RefSeq transcript:XM_001820690.1; RefSeq protein:XP_001820742.1; KEGG:aor:AO090023000164; KEGG->GeneID:5992744; KEGG->UniProt:Q2UI75; UniProt:Q2UI75,False
AO090005000615,AO090005000615,AO090005000615,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989604; RefSeq transcript:XM_001817607.3; RefSeq protein:XP_001817659.1; KEGG:aor:AO090005000615; KEGG->GeneID:5989604; KEGG->UniProt:Q2US08; UniProt:Q2US08,False
AO090102000523,AO090102000523,AO090102000523,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994728; RefSeq transcript:XM_001822631.3; RefSeq protein:XP_001822683.1; KEGG:aor:AO090102000523; KEGG->GeneID:5994728; KEGG->UniProt:Q2UA65; UniProt:Q2UA65,False
AO090012000773,AO090012000773,AO090012000773,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988205; RefSeq transcript:XM_023236623.1; RefSeq protein:XP_023091532.1; KEGG:aor:AO090012000773; KEGG->GeneID:5988205; KEGG->UniProt:Q2UC23; UniProt:Q2UC23,False
AO090005000980,AO090005000980,AO090005000980,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989920; RefSeq transcript:XM_023233779.1; RefSeq protein:XP_023089179.1; KEGG:aor:AO090005000980; KEGG->GeneID:5989920; KEGG->UniProt:Q2UR42; UniProt:Q2UR42,False
AO090701000163,AO090701000163,AO090701000163,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995744; RefSeq transcript:XM_023237444.1; RefSeq protein:XP_023092020.1; KEGG:aor:AO090701000163; KEGG->GeneID:5995744; KEGG->UniProt:Q2U958; UniProt:Q2U958,False
AO090011000933,AO090011000933,AO090011000933,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998595; RefSeq transcript:XM_001826440.3; RefSeq protein:XP_001826492.1; KEGG:aor:AO090011000933; KEGG->GeneID:5998595; KEGG->UniProt:Q2TZA6; UniProt:Q2TZA6,False
AO090011000469,AO090011000469,AO090011000469,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998205; RefSeq transcript:XM_001826050.3; RefSeq protein:XP_001826102.1; KEGG:aor:AO090011000469; KEGG->GeneID:5998205; KEGG->UniProt:Q2U0E6; UniProt:Q2U0E6,False
AO090120000351,AO090120000351,AO090120000351,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996332; RefSeq transcript:XM_001824021.1; RefSeq protein:XP_001824073.1; KEGG:aor:AO090120000351; KEGG->GeneID:5996332; KEGG->UniProt:Q2U675; UniProt:Q2U675,False
AO090102000593,AO090102000593,AO090102000593,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994788; RefSeq transcript:XM_001822691.1; RefSeq protein:XP_001822743.1; KEGG:aor:AO090102000593; KEGG->GeneID:5994788; KEGG->UniProt:Q2UA05; UniProt:Q2UA05,False
AO090003000956,AO090003000956,AO090003000956,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992054; RefSeq transcript:XM_023235109.1; RefSeq protein:XP_023090160.1; KEGG:aor:AO090003000956; KEGG->GeneID:5992054; KEGG->UniProt:Q2UK46; UniProt:Q2UK46,False
AO090003001205,AO090003001205,AO090003001205,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992270; RefSeq transcript:XM_001820235.3; RefSeq protein:XP_001820287.1; KEGG:aor:AO090003001205; KEGG->GeneID:5992270; KEGG->UniProt:Q2UJI0; UniProt:Q2UJI0,False
AO090012000995,AO090012000995,AO090012000995,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988401; RefSeq transcript:XM_001727875.3; RefSeq protein:XP_001727927.1; KEGG:aor:AO090012000995; KEGG->GeneID:5988401; KEGG->UniProt:Q2UBH7; UniProt:Q2UBH7,False
AO090011000513,AO090011000513,AO090011000513,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998242; RefSeq transcript:XM_001826087.3; RefSeq protein:XP_001826139.1; KEGG:aor:AO090011000513; KEGG->GeneID:5998242; KEGG->UniProt:Q2U0A9; UniProt:Q2U0A9,False
AO090103000007,AO090103000007,AO090103000007,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998750; RefSeq transcript:XM_001826576.3; RefSeq protein:XP_001826628.1; KEGG:aor:AO090103000007; KEGG->GeneID:5998750; KEGG->UniProt:Q2TZ28; UniProt:Q2TZ28,False
AO090113000129,AO090113000129,AO090113000129,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995959; RefSeq transcript:XM_001824260.3; RefSeq protein:XP_001824312.1; KEGG:aor:AO090113000129; KEGG->GeneID:5995959; KEGG->UniProt:Q2U5I6; UniProt:Q2U5I6,False
AO090010000311,AO090010000311,AO090010000311,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999461; RefSeq transcript:XM_001827275.3; RefSeq protein:XP_001827327.3; KEGG:aor:AO090010000311; KEGG->GeneID:5999461; KEGG->UniProt:Q2TX29; UniProt:Q2TX29,False
AO090005001482,AO090005001482,AO090005001482,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5990348; RefSeq transcript:XM_001818351.3; RefSeq protein:XP_001818403.3; KEGG:aor:AO090005001482; KEGG->GeneID:5990348; KEGG->UniProt:Q2UPW4; UniProt:Q2UPW4,False
AO090038000562,AO090038000562,AO090038000562,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997558; RefSeq transcript:XM_001825411.3; RefSeq protein:XP_001825463.1; KEGG:aor:AO090038000562; KEGG->GeneID:5997558; KEGG->UniProt:Q2U285; UniProt:Q2U285,False
AO090103000069,AO090103000069,AO090103000069,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998803; RefSeq transcript:XM_023233462.1; RefSeq protein:XP_023093796.1; KEGG:aor:AO090103000069; KEGG->GeneID:5998803; KEGG->UniProt:Q2TYX5; UniProt:Q2TYX5,False
AO090003000421,AO090003000421,AO090003000421,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5991586; RefSeq transcript:XM_001819551.3; RefSeq protein:XP_001819603.1; KEGG:aor:AO090003000421; KEGG->GeneID:5991586; KEGG->UniProt:Q2ULG4; UniProt:Q2ULG4,False
AO090020000592,AO090020000592,AO090020000592,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996971; RefSeq transcript:XM_023237926.1; RefSeq protein:XP_023092907.1; KEGG:aor:AO090020000592; KEGG->GeneID:5996971; KEGG->UniProt:Q2U3W3; UniProt:Q2U3W3,False
AO090023000690,AO090023000690,AO090023000690,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5993210; RefSeq transcript:XM_023235717.1; RefSeq protein:XP_023090713.1; KEGG:aor:AO090023000690; KEGG->GeneID:5993210; KEGG->UniProt:Q2UGV9; UniProt:Q2UGV9,False
AO090012000240,AO090012000240,AO090012000240,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5987764; RefSeq transcript:XM_001727238.3; RefSeq protein:XP_001727290.1; KEGG:aor:AO090012000240; KEGG->GeneID:5987764; KEGG->UniProt:Q2UDB4; UniProt:Q2UDB4,False
AO090038000561,AO090038000561,AO090038000561,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5997557; RefSeq transcript:XM_001825410.1; RefSeq protein:XP_001825462.1; KEGG:aor:AO090038000561; KEGG->GeneID:5997557; KEGG->UniProt:Q2U286; UniProt:Q2U286,False
AO090120000250,AO090120000250,AO090120000250,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996246; RefSeq transcript:XM_023237665.1; RefSeq protein:XP_023092473.1; KEGG:aor:AO090120000250; KEGG->GeneID:5996246; KEGG->UniProt:Q2U6G1; UniProt:Q2U6G1,False
AO090102000487,AO090102000487,AO090102000487,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994698; RefSeq transcript:XM_001822601.1; RefSeq protein:XP_001822653.1; KEGG:aor:AO090102000487; KEGG->GeneID:5994698; KEGG->UniProt:Q2UA95; UniProt:Q2UA95,False
AO090003001228,AO090003001228,AO090003001228,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992286; RefSeq transcript:XM_001820251.3; RefSeq protein:XP_001820303.1; KEGG:aor:AO090003001228; KEGG->GeneID:5992286; KEGG->UniProt:Q2UJG4; UniProt:Q2UJG4,False
AO090023000078,AO090023000078,AO090023000078,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5992668; RefSeq transcript:XM_001820614.3; RefSeq protein:XP_001820666.3; KEGG:aor:AO090023000078; KEGG->GeneID:5992668; KEGG->UniProt:Q2UIF1; UniProt:Q2UIF1,False
AO090012000873,AO090012000873,AO090012000873,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988294; RefSeq transcript:XM_023236670.1; RefSeq protein:XP_023091574.1; KEGG:aor:AO090012000873; KEGG->GeneID:5988294; KEGG->UniProt:Q2UBT4; UniProt:Q2UBT4,False
AO090701000055,AO090701000055,AO090701000055,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995005; RefSeq transcript:XM_001822896.3; RefSeq protein:XP_001822948.1; KEGG:aor:AO090701000055; KEGG->GeneID:5995005; KEGG->UniProt:Q2U9F0; UniProt:Q2U9F0,False
AO090011000833,AO090011000833,AO090011000833,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5998510; RefSeq transcript:XM_001826355.1; RefSeq protein:XP_001826407.1; KEGG:aor:AO090011000833; KEGG->GeneID:5998510; KEGG->UniProt:Q2TZJ1; UniProt:Q2TZJ1,False
AO090120000403,AO090120000403,AO090120000403,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5996377; RefSeq transcript:XM_001824066.1; RefSeq protein:XP_001824118.1; KEGG:aor:AO090120000403; KEGG->GeneID:5996377; KEGG->UniProt:Q2U630; UniProt:Q2U630,False
AO090701000012,AO090701000012,AO090701000012,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994965; RefSeq transcript:XM_001822856.3; RefSeq protein:XP_001822908.1; KEGG:aor:AO090701000012; KEGG->GeneID:5994965; KEGG->UniProt:Q2U9J0; UniProt:Q2U9J0,False
AO090005001065,AO090005001065,AO090005001065,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989989; RefSeq transcript:XM_001817992.3; RefSeq protein:XP_001818044.1; KEGG:aor:AO090005001065; KEGG->GeneID:5989989; KEGG->UniProt:Q2UQX3; UniProt:Q2UQX3,False
AO090009000281,AO090009000281,AO090009000281,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988693; RefSeq transcript:XM_001816711.3; RefSeq protein:XP_001816763.1; KEGG:aor:AO090009000281; KEGG->GeneID:5988693; KEGG->UniProt:Q2UUK4; UniProt:Q2UUK4,False
AO090005000840,AO090005000840,AO090005000840,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5989799; RefSeq transcript:XM_001817802.3; RefSeq protein:XP_001817854.1; KEGG:aor:AO090005000840; KEGG->GeneID:5989799; KEGG->UniProt:Q2URG3; UniProt:Q2URG3,False
AO090009000287,AO090009000287,AO090009000287,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5988698; RefSeq transcript:XM_023234590.1; RefSeq protein:XP_023088595.1; KEGG:aor:AO090009000287; KEGG->GeneID:5988698; UniProt:Q2UUJ9,False
AO090012000248,AO090012000248,AO090012000248,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5987770; RefSeq transcript:XM_001727244.3; RefSeq protein:XP_001727296.3; KEGG:aor:AO090012000248; KEGG->GeneID:5987770; UniProt:Q2UDA8,False
AO090701000588,AO090701000588,AO090701000588,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5995470; RefSeq transcript:XM_001823361.1; RefSeq protein:XP_001823413.1; KEGG:aor:AO090701000588; KEGG->GeneID:5995470; KEGG->UniProt:Q2U835; UniProt:Q2U835,False
AO090102000609,AO090102000609,AO090102000609,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994802; RefSeq transcript:XM_001822705.1; RefSeq protein:XP_001822757.1; KEGG:aor:AO090102000609; KEGG->GeneID:5994802; KEGG->UniProt:Q2U9Z1; UniProt:Q2U9Z1,False
AO090103000399,AO090103000399,AO090103000399,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5999085; RefSeq transcript:XM_023233293.1; RefSeq protein:XP_023093950.1; KEGG:aor:AO090103000399; KEGG->GeneID:5999085; KEGG->UniProt:Q2TY43; UniProt:Q2TY43,False
AO090102000527,AO090102000527,AO090102000527,unchanged/exact identifier,NCBI RefSeq; KEGG; UniProt,all available sources agree,,confirmed,NCBI GeneID:5994730; RefSeq transcript:XM_023236777.1; RefSeq protein:XP_023091858.1; KEGG:aor:AO090102000527; KEGG->GeneID:5994730; KEGG->UniProt:Q2UA63; UniProt:Q2UA63,False
