record_id,ao_locus_tag,liu_ao_locus_tag,liu_source_raw,liu_table_row,gene_name,function,record_type,subsystem,subsystem_source,subsystem_confidence,subsystem_rationale,pathway_order,compartment,compartment_source,compartment_confidence,glycosylation_role,glycosylation_role_source,glycosylation_role_confidence,sig_all_three,direction_all_three,record_origin,evidence_source,yeast_ortholog,citation,mapping_status,mapping_method,manual_review_required,uniprot_accession,kegg_gene_id,kegg_ko,ncbi_gene_id
AOR00198,AO090701000060,AO090701000060,bhits|||,S1:200,,20S CP proteasomal α subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,unknown,PRE5,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U9E5,aor:AO090701000060,ko:K02725,
AOR00199,AO090102000273,AO090102000273,||Oliveira et al 2010-A. niger|,S1:201,,20S CP proteasomal α subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,"PRE6, PRE10",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UAR6,aor:AO090102000273,ko:K02731,
AOR00200,AO090003000015,AO090003000015,||Oliveira et al 2010-A. niger|,S1:202,,20S CP proteasomal β subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,PRE7,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UMG0,aor:AO090003000015,ko:K02732,
AOR00201,AO090005000451,AO090005000451,||Oliveira et al 2010-A. niger|,S1:203,,20S CP proteasomal α subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,PRE8,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2USF0,aor:AO090005000451,ko:K02726,
AOR00202,AO090001000574,AO090001000574,||Oliveira et al 2010-A. niger|,S1:204,,20S CP proteasomal α subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,PRE9,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UMY2,aor:AO090001000574,ko:K02728,
AOR00203,AO090003001069,AO090003001069,|wang et al 2010-AO|Oliveira et al 2010-A. niger|,S1:205,mpg1,"Glycosylation/modification , Mannose-1-phosphate guanyltransferase ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,PSA1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UJU5,,ko:K00966,
AOR00204,AO090005001595,AO090005001595,||Oliveira et al 2010-A. niger|,S1:206,,Ser/Thr phospatase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,PTC2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UPL5,aor:AO090005001595,ko:K14803,5990447
AOR00205,AO090003000295,AO090003000295,||Oliveira et al 2010-A. niger|,S1:207,,20S CP proteasomal β subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,PUP1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2ULR9,aor:AO090003000295,ko:K02739,
AOR00206,AO090026000504,AO090026000504,||Oliveira et al 2010-A. niger|,S1:208,,20S CP proteasomal α subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,PUP2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UES3,aor:AO090026000504,ko:K02729,
AOR00207,AO090023000831,AO090023000831,||Oliveira et al 2010-A. niger|,S1:209,,20S CP proteasomal β subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,PUP3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UGI3,aor:AO090023000831,ko:K02735,
AOR00208,AO090009000655,AO090009000655,inparanoid+besthit|||,S1:210,,ERADL,machinery_component,erad,yeast_scaffold,medium,Unique match in the original yeast secretory-system scaffold.,60.0,cytosol,uniprot,high,none,,,False,,liu2014,yeast_inference,RAD23,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UTN9,aor:AO090009000655,ko:K10839,5989008
AOR00209,AO090026000726,AO090026000726,||Oliveira et al 2010-A. niger|,S1:211,,Ras GTPase RasA,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,RAS2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UE83,aor:AO090026000726,ko:K07827,5994162
AOR00210,AO090011000535,AO090011000535,inparanoid+besthit|wang et al 2010-AO||,S1:212,,"COPI; Vesicular transport of proteins between ER and Golgi, retention of ER membrane proteins",machinery_component,copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,membrane,uniprot,high,none,,,True,up,liu2014,yeast_inference,RER1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U094,aor:AO090011000535,ko:K29081,5998257
AOR00211,AO090003001085,AO090003001085,|wang et al 2010-AO||,S1:213,,"Vesicular transport of proteins between ER and Golgi, retention of ER membrane proteins ",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,unknown,RER2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UJT3,aor:AO090003001085,ko:K11778,5992167
AOR00212,AO090005001114,AO090005001114,inparanoid+besthit|wang et al 2010-AO||,S1:214,,"COPI; Vesicular transport of proteins between ER and Golgi, Delta subunit of the coatomer complex (COPI)",machinery_component,copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,RET2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UQT2,aor:AO090005001114,ko:K20471,5990030
AOR00213,AO090011000777,AO090011000777,inparanoid+besthit|wang et al 2010-AO||,S1:215,,"COPI; Vesicular transport of proteins between ER and Golgi, vesicle coat complex COPI, zeta subunit",machinery_component,copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,RET3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TZP2,aor:AO090011000777,ko:K20472,5998459
AOR00214,AO090001000748,AO090001000748,inparanoid+besthit|wang et al 2010-AO||,S1:216,,"Dolichol pathway; Glycosylation/modification , flippase ",machinery_component,dolichol_pathway,liu2014_description,medium,Specific function stated in Liu 2014 description.,20.0,unknown,uniprot_conflict,low,n_glycan_assembly,liu2014_description,medium,False,,liu2014,yeast_inference,RFT1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UMH9,aor:AO090001000748,ko:K06316,5991209
AOR00215,AO090003000071,AO090003000071,||Oliveira et al 2010-A. niger|,S1:217,,Ras GTPase RhoA,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,membrane,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,RHO1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UMA9,aor:AO090003000071,ko:K04513,
AOR00216,AO090102000559,AO090102000559,inparanoid+besthit|wang et al 2010-AO||,S1:218,,"protein folding; Trimming and quality control of N-glycosylated folded proteins, glucosidase II, αSU ",machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,uniprot,high,n_glycan_trimming,liu_description_or_current_annotation,medium,True,up,liu2014,yeast_inference,ROT2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UA37,aor:AO090102000559,ko:K05546,5994756
AOR00217,AO090003000947,AO090003000947,||Oliveira et al 2010-A. niger|,S1:219,,"Fusion protein, precursor of Ub",machinery_component,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,RPL40A,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UK54,aor:AO090003000947,ko:K02927,5992046
AOR00218,AO090120000290,AO090120000290,||Oliveira et al 2010-A. niger|,S1:220,,19S RP proteasome ATPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,RPN1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U6C9,aor:AO090120000290,ko:K03028,5996278
AOR00219,AO090005001381,AO090005001381,||Oliveira et al 2010-A. niger|,S1:221,,19S RP proteasome ATPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,RPN12,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UQ59,aor:AO090005001381,ko:K03031,
AOR00220,AO090023000714,AO090023000714,||Oliveira et al 2010-A. niger|,S1:222,,19S RP proteasome ATPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,RPN2,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UGU0,aor:AO090023000714,ko:K03032,5993229
AOR00221,AO090020000084,AO090020000084,||Oliveira et al 2010-A. niger|,S1:223,,19S RP proteasome ATPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,RPN3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U541,aor:AO090020000084,ko:K03033,5996543
AOR00222,AO090020000338,AO090020000338,||Oliveira et al 2010-A. niger|,S1:224,,19S RP proteasome ATPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,RPN5,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U4H8,aor:AO090020000338,ko:K03035,5996756
AOR00223,AO090001000417,AO090001000417,||Oliveira et al 2010-A. niger|,S1:225,,19S RP proteasome ATPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,RPN6,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UNC8,aor:AO090001000417,ko:K03036,5990910
AOR00224,AO090012001005,AO090012001005,||Oliveira et al 2010-A. niger|,S1:226,,19S RP proteasome ATPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,RPN8,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UBG9,aor:AO090012001005,ko:K03038,
AOR00225,AO090003000397,AO090003000397,||Oliveira et al 2010-A. niger|,S1:227,,19S RP proteasome ATPase,machinery_component,erad,liu2014,high,Verified Liu 2014 Table S1 subsystem.,60.0,unknown,unassigned,low,none,,,False,,liu2014,aspergillus_homolog,RPN9,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2ULI5,aor:AO090003000397,ko:K03039,5991565
AOR00226,AO090003000679,AO090003000679,||Oliveira et al 2010-A. niger|,S1:228,,"Fusion protein, precursor of Ub",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,RPS31,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UKT8,aor:AO090003000679,ko:K02977,5991812
AOR00227,AO090003000692,AO090003000692,|wang et al 2010-AO||,S1:229,,"Protein degradation , 26S proteasome regulatory subunit ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,unknown,RPT3 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UKS6,aor:AO090003000692,ko:K03063,
AOR00228,AO090003000056,AO090003000056,||Oliveira et al 2010-A. niger|,S1:230,,19S RP proteasome ATPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,RPT4,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UMC3,aor:AO090003000056,ko:K03064,
AOR00229,AO090001000434,AO090001000434,||Oliveira et al 2010-A. niger|,S1:231,,19S RP proteasome ATPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,RPT5,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UNB2,aor:AO090001000434,ko:K03065,5990926
AOR00230,AO090206000022,AO090206000022,||Oliveira et al 2010-A. niger|,S1:232,,19S RP proteasome ATPase,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,RPT6,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2PIX6,aor:AO090206000022,ko:K03066,5998647
AOR00231,AO090005001643,AO090005001643,|wang et al 2010-AO||,S1:233,,"Golgi processing; Vesicular transport of proteins between ER and Golgi, Golgi-matrix protein ",machinery_component,golgi_processing,liu2014,high,Verified Liu 2014 Table S1 subsystem.,90.0,Golgi,subsystem_inference,medium,none,,,True,down,liu2014,unknown,RUD3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UPH2,aor:AO090005001643,,5990490
AOR00232,AO090009000668,AO090009000668,||Oliveira et al 2010-A. niger|,S1:234,,Amphiphysin protein: actin polarization,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,RVS161,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UTN0,aor:AO090009000668,ko:K20120,5989017
AOR00233,AO090003000842,AO090003000842,inparanoid+besthit|wang et al 2010-AO||,S1:235,sar1,"COPII; Vesicle trafficking/transport , GTPase (ER to Golgi) ",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,yeast_inference,SAR1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q877B9,aor:AO090003000842,ko:K07953,5991956
AOR00234,AO090003000853,AO090003000853,inparanoid+besthit|wang et al 2010-AO||,S1:236,,"TC,ERADL; Translocation to ER, Translocon (gamma subunit) ",machinery_component,tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,yeast_inference,"SBH1, SBH2",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UKD5,aor:AO090003000853,ko:K09481,5991965
AOR00235,AO090038000586,AO090038000586,||Oliveira et al 2010-A. niger|,S1:237,,ER DnaJ co-chaperone,machinery_component,folding,liu2014,high,Verified Liu 2014 Table S1 subsystem.,40.0,ER,subsystem_inference,medium,none,,,True,up,liu2014,aspergillus_homolog,SCJ1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U263,aor:AO090038000586,,5997580
AOR00236,AO090003000682,AO090003000682,||Oliveira et al 2010-A. niger|,S1:238,,20S CP proteasomal α subunit,machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,cytosol,uniprot,high,none,,,False,,liu2014,aspergillus_homolog,SCL1,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UKT5,aor:AO090003000682,ko:K02730,
AOR00237,AO090010000460,AO090010000460,|wang et al 2010-AO||,S1:239,,"LDSV; Vacuolar protein sorting , VPS (Golgi to plasma membrane) ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,unknown,SEC1 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,True,Q2TWR0,aor:AO090010000460,ko:K15292,5999580
AOR00238,AO090010000771,AO090010000771,inparanoid+besthit|wang et al 2010-AO||,S1:240,,"LDSV; Cellular export and secretion , exocyst complex SU",machinery_component,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,yeast_inference,SEC10,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TVY5,aor:AO090010000771,ko:K19984,5999855
AOR00239,AO090012000838,AO090012000838,inparanoid+besthit|wang et al 2010-AO||,S1:241,sec11,"TC; Translocation to ER, signal peptidase complex SU ",machinery_component,tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,yeast_inference,SEC11,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UBW3,aor:AO090012000838,ko:K13280,5988265
AOR00240,AO090023000986,AO090023000986,inparanoid+besthit|wang et al 2010-AO||,S1:242,sec13,"COPII; Vesicular transport of proteins between ER and Golgi, COPII complex SU ",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,SEC13,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UG43,,ko:K14004,5993476
AOR00241,AO090003000509,AO090003000509,|wang et al 2010-AO||,S1:243,,"Cellular export and secretion , Cytosolic factor phosphatidylinositol transfer ",machinery_component,,unassigned,low,Available evidence does not distinguish a primary subsystem.,,unknown,unassigned,low,none,,,False,,liu2014,unknown,SEC14 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UL86,aor:AO090003000509,ko:K26544,5991664
AOR00242,AO090701000006,AO090701000006,inparanoid+besthit|||,S1:244,,LDSV,machinery_component,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,yeast_inference,SEC15,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U9J5,aor:AO090701000006,ko:K19985,5994960
AOR00243,AO090701000149,AO090701000149,bhits|||,S1:245,sec16,COPII,machinery_component,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,unknown,SEC16,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U968,aor:AO090701000149,ko:K20353,5995087
AOR00244,AO090026000347,AO090026000347,inparanoid+besthit|||,S1:246,,COPII,machinery_component,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,membrane,uniprot,high,none,,,False,,liu2014,yeast_inference,SEC17,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UF50,aor:AO090026000347,ko:K15296,
AOR00245,AO090005000718,AO090005000718,|wang et al 2010-AO||,S1:247,,"COPII,HDSV,LDSV,CPY,ALP pathway; Cellular export and secretion , Putative secretory component nsfA ",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,cytosol,uniprot,high,none,,,False,,liu2014,unknown,SEC18 ,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2URR5,aor:AO090005000718,ko:K06027,5989697
AOR00246,,AO090005001666,|||Kuratsu et al 2007-AO SNARE,S1:248,,Qb-SNARE,machinery_component,snare,liu2014_description,medium,Specific function stated in Liu 2014 description.,140.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,unknown,SEC20,10.1186/1752-0509-8-73,unresolved,no current locus tag found; try step 2,True,,,,
AOR00247,AO090026000599,AO090026000599,inparanoid+besthit|wang et al 2010-AO||,S1:249,,"COPI; Vesicular transport of proteins between ER and Golgi, COPI complex, γ SU ",machinery_component,copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,SEC21,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UEJ0,aor:AO090026000599,ko:K17267,5994055
AOR00248,AO090701000139,AO090701000139,inparanoid+besthit|||,S1:250,,"COPII, R-SNARE",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,SEC22,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U978,aor:AO090701000139,ko:K08517,5995077
AOR00249,AO090005000760,AO090005000760,inparanoid+besthit|wang et al 2010-AO||,S1:251,sec23,"COPII; Vesicular transport of proteins between ER and Golgi, COPII complex SU ",machinery_component,copii,liu2014_description,medium,Specific function stated in Liu 2014 description.,70.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,SEC23,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2URM9,aor:AO090005000760,ko:K14006,5989733
AOR00250,AO090003000403,AO090003000403,inparanoid+besthit|wang et al 2010-AO||,S1:252,sec24,"COPII; Vesicular transport of proteins between ER and Golgi, COPII complex SU ",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,SEC24,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2ULI0,aor:AO090003000403,ko:K14007,5991570
AOR00251,AO090038000308,AO090038000308,inparanoid+besthit|wang et al 2010-AO||,S1:253,,"COPI; Vesicular transport of proteins between ER and Golgi, COPI complex, β SU ",machinery_component,copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,yeast_inference,SEC26,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U2V2,aor:AO090038000308,ko:K17301,5997341
AOR00252,AO090011000577,AO090011000577,inparanoid+besthit|wang et al 2010-AO||,S1:254,,"COPI; Vesicular transport of proteins between ER and Golgi, COPI complex, β ' SU ",machinery_component,copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,SEC27,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U058,aor:AO090011000577,ko:K17302,5998293
AOR00253,AO090012000556,AO090012000556,bhits|wang et al 2010-AO||,S1:255,,"COPI; Vesicular transport of proteins between ER and Golgi, COPI complex, ε SU ",machinery_component,copi,liu2014,high,Verified Liu 2014 Table S1 subsystem.,80.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,unknown,SEC28,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UCJ9,aor:AO090012000556,,5988029
AOR00254,AO090003000913,AO090003000913,inparanoid+besthit|||,S1:256,,LDSV,machinery_component,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,yeast_inference,SEC3,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UK85,aor:AO090003000913,ko:K19983,5992015
AOR00255,AO090026000337,AO090026000337,inparanoid+besthit|wang et al 2010-AO||,S1:257,sec31,"COPII; Vesicular transport of proteins between ER and Golgi, COPII complex SU ",machinery_component,copii,liu2014,high,Verified Liu 2014 Table S1 subsystem.,70.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,yeast_inference,SEC31,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UF60,,ko:K14005,
AOR00256,AO090206000003,AO090206000003,inparanoid+besthit|wang et al 2010-AO||,S1:258,,"LDSV; Vesicle trafficking/transport , GTPase (Golgi to plasma membrane) ",machinery_component,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,yeast_inference,SEC4,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2PIZ1,aor:AO090206000003,ko:K07901,
AOR00257,AO090012000630,AO090012000630,bhits|||,S1:259,,LDSV,machinery_component,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,unknown,SEC5,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UCE0,aor:AO090012000630,ko:K17637,5988088
AOR00258,AO090003001162,AO090003001162,inparanoid+besthit|wang et al 2010-AO||,S1:260,,"LDSV; Cellular export and secretion , subunit of the exocyst complex, targeting of secretory vesicles to active sites of exocytosis",machinery_component,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,vesicle,subsystem_inference,medium,none,,,False,,liu2014,yeast_inference,SEC6,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UJL5,aor:AO090003001162,ko:K06110,5992235
AOR00259,AO090701000730,AO090701000730,inparanoid+besthit|wang et al 2010-AO||,S1:261,,"TC; Translocation to ER, Translocon (alpha subunit) ",machinery_component,tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,yeast_inference,"SEC61, SSH1",10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2U7R7,aor:AO090701000730,ko:K10956,5995588
AOR00260,AO090026000361,AO090026000361,bhits|wang et al 2010-AO||,S1:262,,"TC; Translocation to ER, ER protein-translocation complex subunit ",machinery_component,tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,unknown,SEC62,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UF40,aor:AO090026000361,ko:K12275,5993855
AOR00261,AO090005001238,AO090005001238,inparanoid+besthit|wang et al 2010-AO||,S1:263,,"TC; Translocation to ER, ER protein-translocation complex subunit ",machinery_component,tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,unknown,uniprot_conflict,low,none,,,True,up,liu2014,yeast_inference,SEC63,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UQI1,aor:AO090005001238,ko:K09540,5990131
AOR00262,AO090005000120,AO090005000120,bhits|wang et al 2010-AO||,S1:264,,"TC; Translocation to ER, 19-kDa signal recognition particle ",machinery_component,tc,liu2014_description,medium,Specific function stated in Liu 2014 description.,10.0,cytosol,uniprot,high,none,,,False,,liu2014,unknown,SEC65,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2UT83,aor:AO090005000120,ko:K08838,5989179
AOR00263,AO090103000044,AO090103000044,bhits|wang et al 2010-AO||Kuratsu et al 2007-AO SNARE,S1:265,,"TC; Translocation to ER, ER protein-translocation complex subunit ",machinery_component,tc,liu2014,high,Verified Liu 2014 Table S1 subsystem.,10.0,ER,subsystem_inference,medium,none,,,True,up,liu2014,unknown,SEC66/SEC71,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2TYZ5,aor:AO090103000044,ko:K12273,5999182
AOR00264,AO090005000435,AO090005000435,|wang et al 2010-AO|Oliveira et al 2010-A. niger|,S1:266,,"GEF HypB for ARFs, LDSV; Cellular export and secretion , Reticulocyte binding protein ",machinery_component,ldsv,liu2014_description,medium,Specific function stated in Liu 2014 description.,100.0,unknown,uniprot_conflict,low,none,,,False,,liu2014,aspergillus_homolog,SEC7,10.1186/1752-0509-8-73,exact,direct AO090 locus-tag match,False,Q2USG6,aor:AO090005000435,ko:K18442,5989446
